Neighborhood,LotArea,MSZoning,HouseStyle,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,SalePrice
SawyerW,8900,RH,1Story,NA,4,4,1966,1966,1056,1056,0,0,1056,1,0,2,1,5,0,1966,1,384,0,42,0,107000
CollgCr,9135,RL,1Story,70,6,5,2003,2003,1682,1700,0,0,1700,2,0,3,1,7,0,2003,2,544,192,23,0,200000
NAmes,7763,RL,1Story,70,5,7,1962,1980,931,1283,0,0,1283,1,0,3,1,6,0,1980,2,506,0,0,0,140000
Somerst,10182,RL,1Story,85,8,5,2006,2006,1660,1660,0,0,1660,2,0,3,1,8,1,2006,2,500,322,50,0,290000
SawyerW,11218,RL,2Story,70,6,5,1992,1992,1055,1055,790,0,1845,2,1,3,1,8,1,1992,2,462,635,104,0,189000
Gilbert,12134,RL,1.5Fin,152,8,7,1988,2005,559,1080,672,0,1752,2,0,4,1,8,0,1988,2,492,325,12,0,164000
Edwards,9340,RL,1Story,50,4,6,1941,1950,672,672,0,0,672,1,0,2,1,4,0,1941,1,234,0,113,0,113000
Sawyer,10246,RL,SLvl,NA,4,9,1965,2001,648,960,0,0,960,0,0,0,1,3,0,1965,1,364,88,0,0,145000
NAmes,10205,RL,SFoyer,69,5,5,1962,1962,925,999,0,0,999,1,0,3,1,6,0,1962,1,300,150,72,0,134500
Sawyer,7094,RL,1Story,99,5,5,1966,1966,894,894,0,0,894,1,0,3,1,5,0,1966,1,384,0,0,0,125000
Sawyer,8930,RM,1.5Fin,68,6,5,1978,1978,0,1318,584,0,1902,2,0,4,2,8,0,1978,2,539,0,0,0,112000
Somerst,8640,FV,1Story,72,8,5,2009,2009,1300,1314,0,0,1314,2,0,3,1,6,0,2009,2,552,135,112,0,229456
BrkSide,6240,RM,1.5Fin,52,4,5,1947,1950,0,672,240,0,912,1,0,2,1,3,0,NA,0,0,0,0,0,80500
BrDale,1680,RM,2Story,21,6,5,1971,1971,672,672,546,0,1218,1,1,3,1,7,0,NA,0,0,201,0,0,91500
NAmes,7800,RL,1Story,66,5,5,1964,1964,912,912,0,0,912,1,0,2,1,5,0,1964,1,288,0,0,0,115000
Sawyer,8250,RL,1Story,55,5,5,1968,1968,952,1211,0,0,1211,1,0,3,1,5,1,1968,1,322,0,63,0,134000
NAmes,10496,RL,1.5Fin,78,6,6,1949,1950,1040,1168,678,0,1846,2,0,3,1,7,1,1949,1,315,0,0,0,143000
NAmes,10680,RL,1Story,89,5,3,1951,1951,2136,2136,0,0,2136,2,0,4,1,7,0,1951,2,528,0,30,0,137900
Gilbert,15384,RL,2Story,60,7,5,2004,2005,788,788,702,0,1490,2,1,3,1,8,1,2004,2,388,100,75,0,184000
NAmes,10482,RL,SLvl,65,6,8,1958,1958,588,1138,0,0,1138,1,0,3,1,6,0,1958,1,264,224,0,0,145000
Somerst,14598,RL,2Story,86,6,5,2007,2007,894,894,1039,0,1933,2,1,4,1,9,1,2007,3,668,100,18,0,214000
NAmes,8872,RL,1Story,72,5,8,1965,2008,912,912,0,0,912,1,0,2,1,5,0,1992,2,576,0,240,0,147000
NridgHt,8769,RL,1Story,65,9,5,2008,2008,1702,1702,0,0,1702,1,1,1,1,7,1,2008,3,1052,0,72,0,367294
NAmes,7910,RL,SLvl,70,5,5,1960,1960,1075,1507,0,0,1507,2,0,4,1,7,0,1960,1,404,0,0,0,127000
Sawyer,18890,RL,1.5Fin,NA,5,5,1977,1977,1361,1361,1259,0,2620,2,2,4,2,12,1,1977,2,600,155,24,145,190000
NAmes,7728,RL,SLvl,70,5,6,1962,1962,1106,1190,0,0,1190,1,0,3,1,6,0,1962,2,540,0,18,0,132500
NAmes,9842,RL,1Story,70,4,5,1962,1962,0,1224,0,0,1224,2,0,2,2,6,0,1962,2,462,0,0,0,101800
NAmes,12160,RL,1Story,NA,5,5,1959,1959,1188,1188,0,0,1188,1,0,3,1,6,0,1959,2,531,0,0,0,142000
SWISU,8525,RH,2Story,55,5,6,1911,1950,940,1024,940,0,1964,1,1,4,1,7,0,NA,0,0,0,192,0,130000
Crawfor,13132,RL,2Story,96,5,5,1914,1950,747,892,892,0,1784,1,1,4,1,9,0,1914,1,180,203,40,0,138887
NridgHt,2628,RL,2Story,36,7,5,2003,2003,764,764,862,0,1626,2,1,2,1,6,0,2003,2,474,0,27,0,175500
CollgCr,12393,RL,2Story,41,7,5,2004,2005,847,847,1101,0,1948,2,1,4,1,8,1,2004,2,434,100,48,0,195000
SawyerW,13072,RL,1Story,63,6,5,2005,2005,1141,1141,0,0,1141,1,1,3,1,6,0,2005,2,484,0,0,0,142500
Timber,9037,RL,1Story,64,8,5,2006,2006,1476,1484,0,0,1484,2,0,2,1,6,1,2006,2,472,120,33,0,265900
CollgCr,8158,RL,2Story,65,7,5,2003,2003,884,884,884,0,1768,2,1,3,1,8,0,2003,2,543,0,63,0,224900
Somerst,9849,RL,1Story,83,7,6,2007,2007,1689,1689,0,0,1689,2,0,3,1,7,0,2007,3,954,0,56,0,248328
NWAmes,10625,RL,SFoyer,85,7,6,1974,1974,1053,1173,0,0,1173,2,0,3,1,6,2,1974,2,528,0,120,0,170000
NridgHt,13891,RL,1Story,107,10,5,2006,2006,2076,2076,0,0,2076,2,1,2,1,7,1,2006,3,850,216,229,0,465000
Crawfor,11435,RL,2Story,NA,8,7,1929,1950,792,792,725,0,1517,1,0,3,1,7,2,1931,2,400,0,0,0,230000
NWAmes,12090,RL,SLvl,78,6,7,1984,2003,585,1140,728,0,1868,3,1,3,1,7,1,1984,2,477,268,112,0,178000
Somerst,8125,FV,2Story,65,7,5,2005,2006,756,756,797,0,1553,2,1,3,1,6,0,2005,2,615,0,45,0,186500
Mitchel,12328,RL,SLvl,NA,6,5,1976,1976,1012,1034,0,0,1034,1,0,3,1,6,0,1976,3,888,0,0,0,169900
OldTown,9600,RM,2.5Unf,60,6,5,1917,1950,735,1134,924,0,2058,1,1,3,1,8,1,1950,2,396,0,0,259,129500
NAmes,7200,RL,1Story,60,5,7,1950,1950,876,988,0,0,988,1,0,3,1,6,0,1950,1,276,0,80,0,119000
NAmes,11160,RL,1Story,93,7,5,1968,1968,2110,2110,0,0,2110,2,1,3,1,8,2,1968,2,522,0,0,0,244000
NridgHt,3136,RL,1Story,NA,7,5,2003,2003,1405,1405,0,0,1405,2,0,2,1,6,1,2003,2,478,148,36,0,171750
Mitchel,9858,RL,1Story,62,5,6,1968,1968,864,874,0,0,874,1,0,3,1,5,0,1968,1,288,33,0,0,130000
Veenker,17542,RL,2Story,NA,7,7,1974,2003,1192,1516,651,0,2167,2,1,3,1,9,2,1974,2,518,220,47,0,294000
Edwards,6931,RL,2Story,60,7,5,2003,2004,746,760,896,0,1656,2,1,3,1,7,1,2003,2,397,178,128,0,165400
BrkSide,6240,RM,1.5Fin,52,6,6,1931,1950,884,959,408,0,1367,1,0,3,1,6,1,1978,1,560,0,0,0,127500
NoRidge,14303,RL,1Story,91,8,5,1994,1994,1986,1987,0,0,1987,2,0,2,1,7,1,1994,2,691,262,36,0,301500
Edwards,4060,RL,1Story,56,5,8,1922,1950,864,864,0,0,864,1,0,2,1,4,0,NA,0,0,0,96,0,99900
Gilbert,9587,RL,SLvl,59,7,5,2005,2005,856,1166,0,0,1166,2,0,2,1,5,0,2005,2,400,212,0,0,190000
NAmes,9750,RL,1Story,65,6,8,1969,1969,1054,1054,0,0,1054,1,1,3,1,6,0,1969,2,460,180,0,0,151000
Gilbert,24682,RL,2Story,NA,6,5,1999,1999,841,892,783,0,1675,2,1,3,1,7,1,1999,2,502,0,103,0,181000
NAmes,9600,RL,1Story,80,5,6,1956,1956,1050,1050,0,0,1050,1,0,2,1,5,0,1956,1,338,0,0,0,128900
ClearCr,11250,RL,1.5Fin,NA,4,5,1957,1989,1104,1104,684,0,1788,1,0,5,1,8,2,1957,1,304,120,0,0,161500
BrkSide,13515,RL,2Story,60,6,6,1919,1950,764,1060,764,0,1824,1,0,3,1,8,1,1940,2,520,0,0,126,180500
NAmes,4060,RH,1Story,34,6,5,1998,1999,1405,1337,0,0,1337,2,0,2,1,5,0,1998,2,511,144,68,0,181000
Somerst,3735,FV,2Story,35,7,5,1999,1999,691,713,739,0,1452,2,1,3,1,6,0,1999,2,506,0,34,0,183900
OldTown,10120,RM,2.5Unf,60,7,4,1910,1950,925,964,925,0,1889,1,1,4,2,9,1,1960,1,308,0,0,264,122000
Timber,13214,RL,1Story,89,9,5,2008,2009,2002,2018,0,0,2018,2,0,3,1,10,1,2009,3,746,144,76,0,378500
Crawfor,14100,RL,1.5Fin,NA,8,9,1935,1997,728,1968,1479,0,3447,3,1,4,1,11,2,1982,3,1014,314,12,0,381000
NAmes,11344,RL,1.5Fin,78,5,5,1958,1958,874,874,650,0,1524,1,1,3,1,7,0,1958,1,315,0,0,0,144000
ClearCr,23595,RL,1Story,NA,7,6,1979,1979,1332,1332,192,0,1524,0,1,0,1,4,1,1979,2,586,268,0,0,260000
NWAmes,9156,RL,1Story,NA,6,7,1968,1968,1489,1489,0,0,1489,2,0,3,1,7,1,1968,2,462,0,0,0,185750
Sawyer,13526,RL,1Story,NA,5,6,1965,1965,935,935,0,0,935,1,0,3,1,5,0,1965,1,288,180,0,0,137000
Edwards,11512,RL,SLvl,124,6,7,1959,2006,1019,1357,0,0,1357,1,0,2,1,5,1,1959,1,312,0,0,0,177000
Crawfor,5362,RL,1.5Fin,53,5,6,1910,2003,661,661,589,0,1250,2,0,3,1,8,1,1985,2,552,242,0,81,139000
NAmes,11345,RL,2Story,95,5,5,1948,1950,928,928,992,0,1920,2,0,4,2,10,0,1948,2,400,0,0,0,137000
NWAmes,12936,RL,2Story,NA,6,6,1972,1972,723,735,660,0,1395,1,1,3,1,6,1,1972,2,497,294,116,0,162000
NWAmes,17871,RL,SLvl,NA,6,5,1967,1976,1680,1724,0,0,1724,1,1,3,1,7,1,1967,2,480,0,0,0,197900
CollgCr,9473,RL,2Story,75,8,5,2002,2002,1128,1128,903,0,2031,2,1,3,1,7,1,2002,2,577,0,211,0,237000
IDOTRR,7500,C (all),1.5Fin,60,4,4,1920,1950,698,698,430,0,1128,1,0,2,1,6,0,1980,2,528,30,0,164,68400
CollgCr,9808,RL,1Story,67,7,5,2002,2002,1573,1573,0,0,1573,2,0,3,1,6,0,2002,2,544,0,72,0,227000
Timber,8049,RL,1Story,50,7,5,1990,1990,1309,1339,0,0,1339,2,0,2,1,6,1,1990,2,484,0,58,0,180000
CollgCr,8800,RL,1Story,61,5,7,1977,2008,1040,1040,0,0,1040,2,0,3,1,5,0,1977,2,484,0,0,0,150500
Mitchel,9400,RL,2Story,94,6,5,1971,1971,912,912,912,0,1824,2,2,4,2,8,0,NA,0,0,128,0,0,139000
SWISU,9638,RL,1.5Fin,50,6,7,1919,1990,804,1699,748,0,2447,2,0,4,1,10,1,1969,1,336,272,0,42,169000
BrkSide,6000,RM,1.5Fin,50,6,6,1939,1950,780,825,587,0,1412,1,0,4,1,6,1,1939,1,280,45,0,0,132500
NWAmes,9790,RL,1Story,NA,6,5,1963,1963,1328,1328,0,0,1328,1,1,3,1,6,2,1963,2,528,0,26,0,143000
ClearCr,36500,RL,1Story,NA,5,5,1964,1964,1624,1582,0,0,1582,2,0,4,1,7,0,1964,2,390,168,198,0,190000
StoneBr,5664,RL,1Story,40,8,5,2000,2000,1501,1659,0,0,1659,2,0,2,1,5,1,2000,2,499,212,59,0,278000
NridgHt,11065,RL,2Story,86,8,5,2006,2006,1085,1120,850,0,1970,2,1,3,1,8,1,2006,3,753,177,74,0,281000
NAmes,14112,RL,SLvl,NA,5,7,1964,1964,1152,1152,0,0,1152,1,0,3,1,6,1,1964,2,484,227,0,0,180500
BrDale,1680,RM,2Story,21,5,7,1972,1972,630,630,672,0,1302,2,1,3,1,6,0,1972,1,264,185,0,0,119500
OldTown,6600,RM,2Story,60,5,4,1892,1965,994,1378,994,0,2372,2,0,4,2,11,0,1985,1,432,0,287,0,107500
NWAmes,10140,RL,2Story,78,7,5,1976,1976,832,832,832,0,1664,2,1,4,1,8,1,1976,2,528,0,28,0,162900
Edwards,8172,RL,1Story,60,5,7,1955,1990,864,864,0,0,864,1,0,2,1,5,0,1957,2,572,0,0,0,115000
NAmes,8400,RL,1Story,70,5,5,1968,1968,1052,1052,0,0,1052,1,1,3,1,5,0,1968,1,288,356,0,0,138500
NAmes,8700,RL,1Story,80,5,6,1963,1963,1120,1128,0,0,1128,2,0,3,1,6,0,1963,2,525,192,20,123,155000
Edwards,3675,RM,SFoyer,35,6,5,2005,2006,547,1072,0,0,1072,2,0,2,1,5,0,2005,2,525,0,44,0,140000
Edwards,63887,RL,2Story,313,10,5,2008,2008,6110,4692,950,0,5642,2,1,3,1,12,3,2008,2,1418,214,292,0,160000
NAmes,7500,RL,1Story,75,5,7,1959,1994,1246,1246,0,0,1246,1,1,3,1,6,0,1959,1,305,218,0,0,154000
Gilbert,10762,RL,2Story,NA,7,5,1999,1999,978,1005,978,0,1983,2,1,3,1,9,1,1999,2,490,0,0,0,225000
Crawfor,7500,RL,2Story,NA,6,7,1942,1950,771,753,741,0,1494,1,0,3,1,7,2,1942,1,213,0,0,0,177500
NoRidge,10120,RL,2Story,92,8,5,1994,1994,1165,1203,1323,0,2526,2,1,4,1,8,1,1994,3,844,309,78,0,290000
Somerst,8688,RL,1Story,73,7,5,2005,2005,1616,1616,0,0,1616,2,0,3,1,7,0,2005,3,834,208,59,0,232000
Edwards,3363,RM,2Story,32,7,5,2004,2004,976,976,732,0,1708,2,0,3,1,7,0,2004,2,380,0,40,0,130000
NridgHt,13173,RL,1Story,108,9,5,2006,2007,1652,1652,0,0,1652,2,0,2,1,6,2,2006,2,840,404,102,0,325000
NridgHt,6955,RL,1Story,48,7,5,2005,2006,1368,1368,0,0,1368,2,0,2,1,6,1,2005,2,474,132,35,0,202500
CollgCr,8072,RL,1Story,60,5,5,1994,1995,990,990,0,0,990,1,0,3,1,5,0,2000,2,480,0,64,0,138000
OldTown,12000,RM,1Story,100,5,7,1948,2005,924,1122,0,0,1122,1,0,2,1,6,0,1948,2,528,0,36,0,147000
SawyerW,7153,RL,1Story,NA,6,5,1991,1991,1278,1294,0,0,1294,2,0,3,1,6,0,1991,2,496,112,51,0,179200
Crawfor,17500,RL,1Story,100,7,8,1959,2002,1902,1902,0,0,1902,2,0,3,1,7,2,1959,2,567,0,207,162,335000
CollgCr,8814,RL,1Story,68,7,5,2005,2007,1274,1274,0,0,1274,2,0,3,1,6,0,2005,2,508,264,98,0,203000
NoRidge,9572,RL,2Story,NA,8,5,1990,1990,1453,1453,1357,0,2810,2,1,4,1,9,1,1990,2,750,500,0,0,302000
NoRidge,14774,RL,2Story,108,9,5,1999,1999,1393,1422,1177,0,2599,2,1,4,1,10,1,1999,3,779,668,30,0,333168
Edwards,8190,RL,1Story,60,4,6,1954,1954,948,948,0,0,948,1,0,3,1,5,1,1956,1,280,0,36,0,119000
NAmes,11075,RL,2Story,85,6,5,1969,1969,952,1092,1020,0,2112,2,1,4,1,9,2,1969,2,576,280,0,0,206900
CollgCr,10226,RL,1Story,61,8,5,2008,2008,1622,1630,0,0,1630,2,0,3,1,8,1,2008,3,860,172,42,0,295493
Somerst,4230,FV,1Story,47,7,5,2006,2007,1352,1352,0,0,1352,2,0,2,1,5,1,2006,2,466,0,241,0,208900
CollgCr,14781,RL,1Story,NA,8,5,2001,2002,1753,1787,0,0,1787,2,0,3,1,7,1,2001,3,748,198,150,0,275000
Edwards,10215,RL,1Story,75,4,5,1954,1954,864,948,0,0,948,1,0,3,1,5,0,1954,1,248,0,0,0,111000
NAmes,8400,RL,1Story,70,6,3,1957,1957,1478,1478,0,0,1478,1,1,3,1,6,2,1957,2,442,114,0,0,156500
BrkSide,6627,RL,1Story,NA,3,6,1949,1950,0,720,0,0,720,1,0,2,1,4,0,1955,1,287,0,0,0,72500
NoRidge,10186,RL,2Story,107,7,5,1992,1992,750,1061,862,0,1923,2,1,3,1,8,1,1992,2,564,240,39,0,190000
BrkSide,5330,RL,1Story,50,4,7,1940,1950,420,708,0,0,708,1,0,2,1,5,0,NA,0,0,164,0,0,82500
Somerst,9986,RL,1Story,75,8,5,2006,2007,1795,1795,0,0,1795,2,0,2,1,7,1,2007,3,895,0,49,0,147000
IDOTRR,3636,RM,1Story,40,4,4,1922,1950,796,796,0,0,796,1,0,2,1,5,0,NA,0,0,0,0,100,55000
Edwards,4270,RH,1Story,70,3,6,1931,2006,544,774,0,0,774,1,0,3,1,6,0,NA,0,0,0,0,286,79000
Mitchel,6600,RL,1Story,60,5,9,1982,2008,816,816,0,0,816,1,0,3,1,5,1,1982,1,264,0,0,0,130500
OldTown,10440,RM,1.5Fin,60,6,7,1920,1950,1510,1584,1208,0,2792,2,0,5,1,8,2,1920,2,520,0,547,0,256000
Gilbert,9084,RL,2Story,63,7,5,1998,1998,935,955,677,0,1632,2,1,3,1,8,1,1998,2,462,0,28,0,176500
Somerst,10000,RL,1Story,85,8,5,2006,2006,1588,1588,0,0,1588,2,0,3,1,7,1,2006,3,825,144,45,0,227000
CollgCr,10780,RL,SLvl,55,5,5,1976,1976,911,954,0,0,954,1,0,3,1,6,0,1976,2,576,0,0,0,132500
Edwards,8877,RL,1Story,67,4,6,1938,1958,816,816,0,0,816,1,0,2,1,3,1,1958,1,288,0,0,0,100000
IDOTRR,7200,RM,1.5Fin,60,5,6,1938,1995,803,803,557,0,1360,1,1,2,1,6,0,1951,1,297,0,65,190,125500
BrDale,2368,RM,2Story,24,5,6,1970,1970,765,765,600,0,1365,1,1,3,1,7,0,1970,2,440,0,36,0,125000
NWAmes,9650,RL,1Story,80,6,5,1977,1977,1350,1334,0,0,1334,2,0,2,1,6,1,1977,2,630,0,16,0,167900
NWAmes,9246,RL,1Story,87,5,5,1973,1973,1656,1656,0,0,1656,2,0,4,2,8,0,1973,2,506,0,211,0,135000
OldTown,4118,RM,1Story,153,4,4,1941,1950,693,693,0,0,693,1,0,2,1,4,0,NA,0,0,0,20,0,52500
CollgCr,13450,RL,2Story,95,7,5,2002,2002,916,920,941,0,1861,2,1,3,1,8,0,2002,2,492,146,91,0,200000
CollgCr,9560,RL,1Story,120,5,7,1972,1972,864,864,0,0,864,1,0,3,1,5,0,1972,1,288,0,0,0,128500
NAmes,8294,RL,1Story,70,4,5,1971,1971,858,872,0,0,872,1,0,3,1,5,0,1974,4,480,0,0,0,123000
SawyerW,13695,RL,1Story,66,6,5,2003,2004,1114,1114,0,0,1114,1,0,3,1,6,0,2004,2,576,0,78,0,155000
CollgCr,9375,RL,2Story,NA,8,5,2002,2002,1284,1284,885,0,2169,2,1,3,1,7,1,2002,2,647,192,87,0,228500
Crawfor,7558,RL,1.5Fin,57,6,6,1928,1950,896,1172,741,0,1913,1,1,3,1,9,1,1929,2,342,0,0,0,177000
CollgCr,11103,RL,2Story,85,7,5,2006,2006,728,728,728,0,1456,2,1,3,1,8,1,2006,2,440,0,0,0,155835
OldTown,6000,RM,1Story,50,4,4,1920,1950,960,960,0,0,960,1,0,2,1,5,0,1997,1,308,0,0,168,108500
NWAmes,20781,RL,1Story,NA,7,7,1968,2003,1568,2156,0,0,2156,2,0,3,1,9,1,1968,2,508,0,80,0,262500
Timber,15306,RL,1Story,93,8,5,2006,2007,1732,1776,0,0,1776,2,0,3,1,7,1,2006,3,712,0,0,0,283463
SawyerW,16196,RL,1Story,NA,7,5,1998,1998,1482,1494,0,0,1494,2,0,3,1,5,1,1998,2,514,402,25,0,215000
OldTown,5250,RM,2Story,50,8,5,1872,1987,684,938,1215,205,2358,2,0,4,1,8,0,NA,0,0,0,54,20,122000
NAmes,11643,RL,2Story,91,5,5,1969,1969,1248,1338,1296,0,2634,2,2,6,2,12,0,1969,4,968,0,0,0,200000
NAmes,9247,RL,2Story,70,6,6,1962,1962,858,858,858,0,1716,1,1,4,1,8,1,1962,2,490,0,84,0,171000
BrkSide,6000,RM,1.5Fin,50,6,9,1937,2000,698,786,390,0,1176,1,0,2,1,4,0,1999,2,624,210,0,0,134900
NoRidge,14720,RL,1.5Fin,56,8,5,1995,1996,2033,2053,1185,0,3238,2,1,4,1,9,1,1996,3,666,283,86,0,410000
CollgCr,10316,RL,2Story,NA,7,5,2000,2000,992,992,873,0,1865,2,1,3,1,7,1,2000,3,839,0,184,0,235000
NWAmes,10192,RL,SLvl,102,7,6,1968,1992,570,1222,698,0,1920,3,0,4,1,8,1,1968,2,487,0,98,0,170000
NAmes,9477,RL,1Story,NA,5,5,1966,1966,864,892,0,0,892,1,0,3,1,5,0,1966,1,264,0,0,0,110000
NAmes,12537,RL,1Story,NA,5,6,1971,2008,1078,1078,0,0,1078,1,1,3,1,6,1,1971,2,500,0,0,0,149900
Somerst,2117,FV,2Story,NA,6,5,2000,2000,756,769,804,0,1573,2,1,3,1,5,0,2000,2,440,0,32,0,177500
NridgHt,16737,RL,1Story,129,9,5,2004,2005,1980,1980,0,0,1980,2,0,3,1,8,1,2004,3,770,194,45,0,315000
SWISU,9842,RL,2Story,51,5,6,1921,1998,612,990,1611,0,2601,3,1,4,1,8,0,1998,2,621,183,0,301,189000
StoneBr,16158,RL,1Story,124,7,5,2005,2005,1530,1530,0,0,1530,2,0,3,1,7,1,2005,2,430,168,36,0,260000
NAmes,12513,RL,1.5Fin,NA,4,4,1920,2007,715,1281,457,0,1738,2,0,4,1,7,1,1920,1,368,55,0,0,104900
Gilbert,8499,RL,2Story,73,6,5,2006,2007,616,616,796,0,1412,2,1,3,1,6,1,2007,2,432,0,36,0,156932
Somerst,3180,FV,2Story,30,7,5,2005,2005,600,520,600,80,1200,2,1,2,1,4,0,2005,2,480,0,166,0,144152
Somerst,7500,FV,2Story,NA,7,5,2000,2000,814,814,860,0,1674,2,1,3,1,7,0,2000,2,663,0,96,0,216000
CollgCr,9179,RL,2Story,68,7,5,1999,1999,873,882,908,0,1790,2,1,3,1,7,0,1999,2,588,0,88,0,193000
MeadowV,2665,RM,2Story,41,5,6,1977,1977,757,925,550,0,1475,2,0,4,1,6,1,1977,1,336,104,26,0,127000
CollgCr,4435,RM,1Story,NA,6,5,2003,2004,848,848,0,0,848,1,0,1,1,4,0,2003,2,420,140,0,0,144000
CollgCr,10635,RL,1Story,48,8,5,2003,2003,1657,1668,0,0,1668,2,0,3,1,8,1,2003,2,502,0,262,0,232000
OldTown,5400,RL,1.5Fin,90,4,6,1920,1950,840,840,534,0,1374,1,0,2,1,6,0,1967,1,338,0,0,198,105000
NAmes,9600,RL,SLvl,80,6,6,1955,1996,992,1661,0,0,1661,1,0,3,1,8,1,1955,1,377,0,28,0,165500
CollgCr,9750,RL,2Story,75,7,6,1998,1998,1108,1108,989,0,2097,2,1,3,1,8,1,1998,2,583,253,170,0,274300
NoRidge,11400,RL,1Story,NA,10,5,2001,2002,2633,2633,0,0,2633,2,1,2,1,8,2,2001,3,804,314,140,0,466500
Somerst,10625,FV,2Story,85,7,5,2005,2005,1026,1026,932,0,1958,2,1,3,1,9,1,2005,3,936,154,210,0,250000
Timber,10991,RL,1Story,89,8,5,2007,2007,1571,1571,0,0,1571,2,0,3,1,7,1,2007,3,722,100,36,0,239000
SWISU,6292,RL,1Story,52,6,5,1930,1950,768,790,0,0,790,1,0,2,1,4,0,1925,1,160,0,141,0,91000
Edwards,10998,RL,1.5Fin,60,5,5,1941,1960,984,984,620,0,1604,2,0,3,1,6,0,1977,2,660,0,68,0,117000
BrDale,1953,RM,2Story,21,6,5,1973,1973,483,483,504,0,987,1,1,2,1,5,0,1973,1,264,72,0,0,83000
Timber,9735,RL,SLvl,73,5,5,2006,2007,384,754,640,0,1394,2,1,3,1,7,0,2007,2,400,100,0,0,167500
Edwards,8212,RL,1Story,45,3,3,1914,1950,864,864,0,0,864,1,0,2,1,5,0,1938,1,200,0,0,96,58500
NAmes,12925,RL,1Story,NA,6,7,1970,1970,1205,2117,0,0,2117,2,1,4,1,7,2,1970,2,550,0,42,0,237500
OldTown,7200,RM,2Story,60,7,7,1920,1950,596,998,764,0,1762,1,1,4,1,8,0,1989,2,576,36,0,221,157000
Sawyer,25339,RL,1Story,NA,5,7,1918,2007,816,1416,0,0,1416,2,0,3,1,7,0,2007,2,576,0,0,112,112000
Edwards,9060,RL,1.5Fin,60,6,5,1939,1950,560,698,560,0,1258,1,0,2,1,6,0,1939,1,280,0,0,0,105000
IDOTRR,5436,RM,1.5Fin,40,4,8,1922,2007,796,796,358,0,1154,1,0,3,1,7,0,1922,1,240,0,96,0,125500
NWAmes,16692,RL,2Story,80,7,5,1978,1978,1392,1392,1392,0,2784,3,1,5,1,12,2,1978,2,564,0,112,0,250000
OldTown,8520,RM,1.5Fin,60,6,7,1916,1950,714,1664,862,0,2526,2,0,5,1,10,1,1916,1,216,88,15,0,136000
Gilbert,14892,RL,1Story,42,9,5,2006,2007,1746,1746,0,0,1746,2,0,3,1,7,2,2006,3,758,201,39,0,377500
BrkSide,6000,RM,1.5Fin,60,6,6,1941,1950,735,869,349,0,1218,1,0,3,1,6,1,2003,2,440,0,0,0,131000
CollgCr,9100,RL,1Story,70,7,5,2000,2000,1525,1525,0,0,1525,2,0,3,1,6,0,2000,2,541,219,36,0,235000
NAmes,8944,RL,1Story,65,5,5,1967,1967,1584,1584,0,0,1584,2,0,4,2,8,0,1967,3,792,0,152,0,124000
NAmes,7838,RL,SFoyer,68,5,5,1967,1967,864,900,0,0,900,1,0,3,1,6,1,1967,1,288,175,144,0,123000
OldTown,10800,RM,1.5Fin,60,6,7,1905,2000,482,1221,691,0,1912,2,0,3,2,7,1,2003,2,672,0,25,212,163000
Blmngtn,4045,RL,1Story,53,7,5,2006,2006,1356,1500,0,0,1500,2,0,2,1,6,1,2006,3,648,161,20,0,246578
Timber,12665,RL,2Story,88,8,5,2005,2006,1094,1133,1349,0,2482,2,1,4,1,9,1,2005,3,642,144,39,0,281213
Timber,57200,RL,1Story,NA,5,5,1948,1950,747,1687,0,0,1687,1,0,3,1,7,2,1966,2,572,0,0,50,160000
BrkSide,6120,RM,2Story,51,5,8,1920,2004,939,939,574,0,1513,1,1,4,1,8,0,1933,1,180,24,0,150,137500
NAmes,7200,RL,1.5Fin,60,5,4,1950,1982,1208,1136,768,0,1904,1,1,3,1,7,0,1950,1,240,0,0,168,138000
SWISU,6171,RL,1.5Fin,51,6,6,1925,1990,976,1160,448,0,1608,2,1,3,1,7,1,1925,1,216,147,16,0,137450
BrkSide,6000,RM,1.5Fin,50,6,7,1929,1950,862,950,208,0,1158,1,0,3,1,5,1,1929,1,208,0,0,112,120000
Gilbert,7415,RL,2Story,62,6,5,2004,2004,839,864,729,0,1593,2,1,3,1,8,1,2004,2,398,100,75,0,193000
CollgCr,6762,RL,1Story,64,7,5,2006,2006,1286,1294,0,0,1294,2,0,2,1,6,1,2006,2,662,168,55,0,193879
Somerst,15256,RL,1Story,49,8,5,2007,2007,1485,1464,0,0,1464,2,0,3,1,6,0,2007,3,754,168,160,0,282922
OldTown,10410,RL,1.5Fin,60,3,4,1915,1950,672,694,520,0,1214,1,0,3,1,6,0,1998,3,936,216,0,160,105000
Crawfor,3842,RM,1Story,44,8,5,2004,2005,1594,1646,0,0,1646,2,0,2,1,5,1,2004,2,482,128,53,0,275000
CollgCr,8445,RL,SFoyer,70,5,7,1972,2007,768,768,0,0,768,1,0,2,1,5,0,1988,2,396,58,0,0,133000
Mitchel,8780,RL,1Story,NA,5,5,1985,1985,833,833,0,0,833,1,0,3,1,5,0,NA,0,0,0,0,0,112000
